,,Absulte changes of death from PA,,,,,,,Absulte changes of deaths from TI,,,,,,,Absulte changes of DALYs from PA,,,,,,,Absulte changes of DALYs from TI,,,,,
zcta75,95709,0.094787333,0.111631805,0.094152127,-0.240053109,0.076977321,0.057839661,,-0.168848707,0.004749562,0.000515142,-0.026754282,-0.015353509,-0.007732667,,0.793283475,0.961806281,0.80788324,-2.628685698,-0.256375543,0.196442645,,-7.534475556,0.207864297,0.011316239,-1.195114652,-0.660927203,-0.350048904
zcta76,95713,0.132018483,0.031727605,-0.067180203,0.075728556,0.039866334,0.076728595,,-0.369449719,0.065092044,0.060138036,0.049594966,0.073210024,0.044516233,,2.66925571,1.225734567,0.523843583,1.457202273,1.354204898,1.147480858,,-17.78107613,2.997436509,2.759407411,2.231890987,3.393804295,2.012487442
zcta77,95714,-0.048032954,-0.000933311,-0.002795595,-0.004265444,-0.002232994,0,,-0.040331122,-0.018909241,-0.013530602,-0.002816742,-0.008110659,0.003010688,,-0.986796044,-0.097113561,-0.172703817,-0.23834119,-0.232349114,0,,-1.696037916,-0.794857757,-0.568696273,-0.118357554,-0.340850117,0.12648685
zcta78,95715,0.004438385,0.004490016,0.003965727,0.003966567,0.004300262,0.004173229,,-0.008792216,0.001534284,0.00141481,0.002306746,0.001665507,0.001786182,,0.092837444,0.09662487,0.0750277,0.083442453,0.086270735,0.07719641,,-0.439106018,0.07779833,0.070474806,0.115760285,0.083253346,0.090328882
zcta79,95717,-0.002235939,-0.000512306,-0.000990662,-0.000398845,-0.000275488,-0.002849667,,-0.02929823,-0.000440757,0.000555148,-0.003396987,-0.00313124,0.001321819,,-0.082540226,-0.001191265,-0.049604014,0.003815524,0.012462671,-0.086275519,,-1.199486381,-0.017073009,0.024193049,-0.1382392,-0.127956681,0.058305467
zcta80,95720,-0.004047651,-0.000801324,-0.00065467,-0.001848091,0.000528908,-2.31992E-05,,-0.008720853,-0.000423079,-0.001658704,-0.000380795,0.000422343,0.001379052,,-0.107235846,-0.021515863,-0.028643919,-0.014088656,-0.001952071,0.002437217,,-0.393822131,-0.019021699,-0.074997242,-0.017928954,0.018015755,0.06175687
zcta81,95721,0,0,0,0,0,0,,-0.00875738,-0.000369261,-0.003180883,-0.000960354,-0.00436043,-0.000477595,,0,0,0,0,0,0,,-0.371910177,-0.015658837,-0.134972331,-0.040730668,-0.185062653,-0.020253398
zcta82,95722,0.192195941,0.24618147,0.212977961,0.187578014,0.162844316,0.107826105,,-0.152603946,-0.003232605,3.04373E-05,0.005358545,-0.006408659,0.003954186,,1.605117571,2.017963136,1.616755514,0.819379502,0.864049591,-0.067879786,,-6.915698775,-0.14440177,-0.000709768,0.260455332,-0.255928817,0.198739234
zcta83,95724,0,-0.000373376,-0.000245981,0,0,0,,-0.001952201,0.001380026,0.001729989,0.001707618,0.001657294,0.000923019,,0,-0.020863222,-0.039167294,0,0,0,,-0.122318364,0.086430731,0.108342535,0.10694192,0.103791171,0.057812593
zcta84,95726,-0.077724316,-0.11181879,-0.01218459,-0.086838385,-0.394214098,-0.050236763,,-0.365086284,-0.018456799,-0.005317012,-0.01521454,-0.029512902,-0.028411039,,-1.05467957,-1.794227661,0.008357084,-1.351407297,-2.966307847,-0.786179273,,-17.27144487,-0.836007006,-0.233811751,-0.687080104,-1.361680038,-1.306572
zcta85,95728,0.00028526,0.000249337,0.000320919,-0.021289592,0.000543351,-0.021799421,,-0.040855365,0.007472827,-0.000849892,0.002807821,-0.000857868,0.004548107,,0.006859791,0.006076426,0.019547936,-0.846412089,0.028848748,-0.495644096,,-2.039144607,0.369646304,-0.040815157,0.142410156,-0.044998652,0.233520348
zcta86,95735,0,-0.002368665,-0.000787096,-0.000277041,0,-7.83087E-06,,-0.001784319,2.4835E-07,-0.001581576,0.000537697,0.001110459,0.000542576,,0,-0.081969233,-0.057627057,-0.020283542,0,-0.001077243,,-0.073833686,1.02734E-05,-0.065442208,0.022240401,0.045925983,0.022442214
zcta87,95736,-0.019019137,2.12561E-08,-0.000649434,-0.045806898,-0.027618325,-0.001623165,,-0.010903772,0.001639778,0.003040666,0.006185775,0.012089776,-0.004960396,,-1.062725998,6.14721E-06,-0.103405288,-1.158312719,-0.313522716,-0.109794521,,-0.632491291,0.096778846,0.178194471,0.358457356,0.703909453,-0.288154549
zcta88,95742,-0.271693234,-0.165544646,-0.136966542,-0.032564133,-0.169755569,-0.144591597,,0.018265791,0.108333613,0.071199299,0.082223403,0.118561905,0.091799806,,-3.245208075,-2.395075187,-2.367460778,-0.920292905,-3.035345255,-2.307735494,,1.152956523,6.526902906,4.31187697,4.965594339,7.137522716,5.535684824
zcta89,95746,0.329109017,0.256751564,0.115045293,0.347455613,0.283212607,0.159398976,,-0.086385866,0.01225839,-0.01908186,-0.036334935,-0.014211452,-0.009348607,,2.12081235,0.933495662,1.162873608,2.016672999,1.12743461,0.220203287,,-4.187877259,0.623581334,-0.894977185,-1.791806021,-0.678053138,-0.415495339
zcta90,95747,-0.35455944,-0.385376068,-0.612890946,0.246395164,-0.08919822,-0.073972732,,-0.222522318,0.298341278,0.068152427,0.151227159,0.23639593,0.085405121,,-4.697398758,-6.42881136,-9.747632171,1.761240455,-4.285435132,-4.12247987,,-10.89699475,14.68624652,3.371629112,7.374282191,11.63940864,4.246827659
zcta91,95757,-0.223427983,-0.391185467,-0.301013285,-0.25644761,-0.293579155,-0.245775639,,0.004620436,0.498730456,0.454069304,0.428538119,0.402174527,0.418943949,,-3.495433933,-5.958983504,-5.555410595,-3.762828708,-4.268938724,-4.142604894,,0.299221579,28.822447,26.22716832,24.68234376,23.20735313,24.13822624
zcta92,95758,1.78895207,1.728971558,-0.003260213,1.280476027,0.394969439,1.387912115,,0.05918274,0.82538777,0.841845925,0.683478879,0.714928059,0.731245302,,14.83982997,11.73355477,-3.928298491,5.673521129,-0.017374586,5.442377966,,3.338680131,45.62682624,46.47464039,37.79763293,39.52220834,40.45246691
zcta93,95762,-0.192581328,0.652707847,0.702796544,-0.170051008,-0.349731556,-0.180919779,,-0.182592663,0.192319925,0.133200983,0.333713181,0.221344457,0.229019989,,-4.522946681,0.362457909,0.493136687,-5.1690408,-6.522442792,-5.066268448,,-9.352927737,9.94968764,6.928704908,17.19293997,11.4416965,11.83353593
zcta94,95765,-0.034406032,-0.01114979,-0.132843161,-0.122937046,-0.621312249,-0.118894648,,-0.18472872,0.165276787,0.115548494,0.132382504,0.145795576,0.158722299,,-0.720361735,-1.235136167,-3.032998246,-1.330131127,-10.09786194,-1.525176001,,-9.968967752,8.975214606,6.255463867,7.117347526,8.067446571,8.518708585
zcta95,95776,-0.151770978,-0.117959898,0.601005307,0.149429655,0.107403387,0.186097721,,-0.462708325,-0.040441232,-0.049565198,-0.100571455,-0.087107388,-0.047802837,,-2.129219607,-2.167084964,3.818745749,1.479072792,0.615314041,1.370179111,,-26.56635465,-2.340271842,-2.875515581,-5.737429249,-4.956780268,-2.677142515
zcta96,95811,0.285503656,0.292521188,-0.007688483,0.091301888,0.07166601,0.058277364,,-0.005134177,0.134612737,0.073289423,0.147366857,0.124816192,0.14737961,,3.307273672,3.853149814,-3.184027869,-0.93969572,-1.756999477,-2.068307615,,-0.283577292,7.471452453,4.062043682,8.235214773,6.9320046,8.133690608
zcta97,95814,0.057870291,-0.276712977,-0.952238689,-0.978808037,-0.879635071,-1.14590726,,0.099938202,0.427968986,0.316386328,0.513340005,0.446312147,0.51295744,,-1.742465826,-8.022092361,-18.32322373,-16.2839,-16.22652417,-22.21282856,,5.102768134,21.86548446,16.21316538,26.34740883,22.95703738,26.11263756
zcta98,95815,0.902986475,-0.169917899,-0.214157361,-0.110514142,0.784144203,-0.03904968,,-0.141633166,-0.087092221,-0.027638155,-0.163929192,-0.045880472,-0.09310424,,7.195876755,-3.506374082,-6.843129825,-6.141316164,3.095077845,-5.532955835,,-7.876193062,-4.696700292,-1.523901828,-9.066434149,-2.512391022,-5.106609804
zcta99,95816,-0.255734929,-1.109000892,-1.225571887,-1.271168715,-1.285772998,-1.072137972,,-0.079187102,0.152361286,0.108348229,0.122058526,0.032148651,0.099502701,,-3.528084249,-14.16007309,-20.94342421,-17.40036042,-17.7613939,-16.78488698,,-4.263200502,8.381165419,5.912019898,6.726350431,1.779158773,5.535942998
zcta100,95817,0.288570634,0.427849834,-0.093770322,-0.055573795,0.356467925,0.025985671,,-0.124483031,-0.057544377,-0.034413611,-0.040922383,-0.037725817,-0.041939999,,4.028908493,4.187987142,-2.118784922,0.30878122,3.160028442,0.366248722,,-6.733184475,-2.999490551,-1.815654715,-2.206232311,-2.006926508,-2.254717861
zcta101,95818,0.603270743,-0.004292364,-0.660825266,-0.866626189,-0.73831587,-1.027012164,,-0.057946038,0.024333447,0.106136139,0.063237756,0.033384415,0.051209537,,0.853536135,-9.53333447,-23.92619537,-20.63710449,-19.99206231,-24.52767931,,-2.802814314,1.610425071,5.493498217,3.392010174,1.956245505,2.877762535
zcta102,95819,-0.331545907,-0.181488713,-0.498917392,0.007548006,-0.539673854,-0.352117331,,-0.089953257,0.048588657,0.043677379,-0.027590389,0.029201034,-0.001394125,,-2.238348825,-5.022067441,-9.413734952,-3.535284092,-10.15787012,-7.744866771,,-4.420787151,2.510087702,2.267921692,-1.32390774,1.539248934,0.031257831
zcta103,95820,-0.699950283,-0.365184716,-0.966293491,-0.677001059,-0.514324235,-2.271559653,,-0.271393628,-0.10997817,-0.108053308,-0.11321658,-0.076846401,-0.060903181,,-7.957089642,-6.329112968,-16.11160632,-10.4304125,-7.46586022,-23.19420163,,-14.60841479,-5.754172547,-5.76256765,-6.045951284,-4.18386389,-3.239860906
zcta104,95821,3.126431299,3.145997423,3.31302058,3.08035793,3.585376916,3.046806883,,-0.09234478,0.031896093,0.046853434,-0.041986434,0.025029286,-0.011786682,,27.58839455,27.06467692,27.62899321,26.49810285,28.66923556,24.44171954,,-4.502539349,1.693521119,2.315175378,-2.025566269,1.333420274,-0.47509054
zcta105,95822,-4.059423539,-3.283280063,-3.802416378,-3.914533021,-4.327592903,-3.954167891,,-0.438612042,-0.101575753,-0.053898081,-0.090519125,-0.140876581,-0.080205877,,-36.33170205,-30.40329913,-41.05940108,-39.86403129,-43.46471286,-42.39918173,,-21.33382242,-4.748759651,-2.646425698,-4.383769566,-6.809501523,-3.742847046
zcta106,95823,0.473748173,2.464268397,2.476841964,0.876753101,0.06959079,0.168030512,,-0.612106325,0.132441134,0.077244927,0.071740068,0.054190354,0.04167297,,2.910406465,15.56196779,15.51171435,5.200185029,-3.008916131,-2.613784686,,-34.35381927,7.657042213,4.413022455,4.053165852,3.069074653,2.407401668
zcta107,95824,-0.36289782,-0.056890792,-0.388537763,-0.570048869,-0.15653166,-0.149353883,,-0.452022806,-0.305680025,-0.324000188,-0.184825635,-0.133479448,-0.175566241,,-4.007300658,-2.930169163,-6.584980057,-6.57281197,-4.481297062,-4.223381276,,-25.43569868,-17.08369694,-18.17033521,-10.39015074,-7.506331082,-9.832611023
zcta108,95825,3.655974093,3.562069192,3.40189712,3.871692934,3.607865847,3.306825034,,-0.099809734,0.022468948,0.053347643,-0.04061192,0.0158001,0.004350511,,30.70263841,27.11683419,24.27841915,30.39087059,28.11884278,25.72841328,,-5.185358886,1.242124427,2.726592545,-2.071241827,0.802072286,0.248359017
zcta109,95826,0.080391229,-0.426613416,-0.651582805,0.026903619,-0.101905982,-0.701389314,,-0.042251318,0.253593771,0.253121678,0.195199425,0.237872569,0.205367196,,1.77899314,-4.612143074,-10.72730485,-0.45705707,-3.692343694,-11.66753206,,-2.181964531,13.80074024,13.73065468,10.53896945,12.83309273,11.12686086
zcta110,95827,-0.9203168,-1.220620729,-1.233541287,-0.050501041,-1.085251385,-1.124233568,,-0.01562508,0.139625054,0.109524484,0.130042272,0.118193839,0.064981034,,-9.346711908,-15.44886629,-17.56990355,-2.888773176,-14.80037207,-15.4374575,,-0.844783483,7.571894898,5.957466644,6.986510788,6.395975469,3.568505761
zcta111,95828,-0.040597148,-0.225046484,-1.787460003,0.095780115,-0.097788062,-2.210144596,,-0.744070502,-0.214452787,-0.194079616,-0.325905151,-0.068280626,-0.152668509,,2.681286152,-6.760576632,-16.88053939,0.864751421,-1.258645266,-22.69261639,,-40.35215669,-11.4482432,-10.4025243,-17.60217321,-3.70741127,-8.045164815
zcta112,95829,0.29198852,0.809597756,0.703313473,0.253273944,0.746695045,0.716650756,,-0.20458358,0.018450776,-0.01286805,-0.043527359,-0.014020182,-0.003919281,,1.871850301,5.218035393,4.078046799,0.28441251,5.485486342,3.939972732,,-11.49594681,0.945921256,-0.742783233,-2.462401469,-0.854005681,-0.25513669
zcta113,95830,-0.014542196,-0.000247115,0.006219008,-0.001757269,-0.007633602,-0.00052128,,-0.004159696,0.005514285,-3.02389E-05,0.019280801,-0.000660819,-0.005429216,,-0.343684187,-0.133214431,0.103463017,-0.001783077,-0.152199429,-0.197159786,,-0.198198325,0.278726461,0.007100187,0.9717081,-0.025131805,-0.263042615
zcta114,95831,0.77698871,0.357093164,3.251342864,-0.50153093,-0.727941445,3.591836851,,-0.254115895,0.020977775,0.101943181,-0.08208575,0.012301485,0.047385913,,8.785509338,0.925327799,21.06273969,-11.09644088,-12.35169583,26.30528338,,-11.78605324,1.152850446,4.863378988,-3.629014903,0.648827402,2.359282115
zcta115,95832,0.01881488,-0.219445702,-0.217951173,-0.261412656,-0.265925644,-0.182342242,,-0.13070459,-0.094565021,-0.069086598,-0.169890841,-0.105842152,-0.135179008,,-0.044819196,-1.991768075,-3.172705394,-3.623191183,-3.728580467,-2.173441976,,-7.683246779,-5.479245092,-4.044882236,-9.898534018,-6.152228578,-7.898841942
zcta116,95833,0.647451846,0.566168246,-0.718101604,-0.350579342,-0.437709199,-0.640444349,,-0.191745831,0.00327684,0.021792833,0.016492064,0.012674189,0.059072398,,3.786534845,-2.380028174,-18.37916608,-13.95988401,-15.5068351,-19.59098694,,-10.91231075,0.666091721,1.458227189,1.297894396,1.126997645,3.897042045
zcta117,95834,-0.16261059,-0.611436165,-0.828415185,-1.028327081,-0.700418017,-0.908574248,,-0.07982066,0.154574114,0.10524373,0.224358415,0.132168762,0.256991357,,-3.844762464,-9.845216287,-14.92788694,-17.94079617,-12.63583199,-16.45101299,,-4.662186108,9.491476288,6.490873868,13.65701139,8.062876912,15.58723647
zcta118,95835,-0.038391519,-0.194155126,-0.459275652,-1.237705579,-0.430761381,-1.101832507,,-0.14078418,0.239791202,0.067610655,0.300987339,0.23832638,0.270365857,,-0.539860031,-3.731962273,-11.70221643,-16.30838959,-10.42287968,-17.29215916,,-7.940487461,14.09800724,4.060859947,17.38205824,13.84279807,15.75563542
zcta119,95837,0.003215716,0.007103512,0.001592496,-0.071750849,-0.014444536,-0.015944664,,-0.000368745,0.003298577,0.00206353,0.005545562,0.00089042,0.00199282,,0.020576235,0.072937896,-0.044717324,-0.694683868,-0.311121721,-0.241540115,,-0.012926907,0.149738638,0.095927072,0.248739645,0.045070607,0.095339974
zcta120,95838,-0.2945144,0.845919416,-0.159017615,-0.098110728,-0.263523396,-0.243108626,,-0.273333468,-0.180102022,-0.143771588,-0.330859566,-0.160041549,-0.174542895,,-7.010826836,4.794694673,-5.710050266,-2.828397279,-5.441954788,-6.08369753,,-15.65256557,-10.20705324,-8.144709692,-18.98349647,-9.166100311,-10.02666224
zcta121,95841,-0.259870287,0.29799374,-0.149440911,0.169465678,0.022331281,-0.023386998,,-0.061461242,0.017942987,0.048107258,-0.006161151,0.061744103,0.041386891,,-2.750045545,2.199310819,-3.630076614,-0.281525924,0.142543004,-0.707988253,,-3.247557354,1.046136633,2.566027805,-0.271671489,3.292531508,2.200723124
zcta122,95842,0.451249921,0.764446554,0.56426251,-0.061779428,0.465983635,-0.070846773,,-0.133348794,0.044079832,0.047455393,-0.043881741,0.010089583,0.003667665,,4.374418555,7.424995999,3.407495078,-0.226426302,2.970866901,-3.87791962,,-7.590411611,2.450602594,2.535527538,-2.557397575,0.501545379,0.221591629
zcta123,95843,-0.819191152,-0.848136272,-0.888961698,-0.888879411,-0.947405703,-0.945644973,,-0.248405974,0.03796524,-0.013555155,-0.000746051,0.078919192,0.150301227,,-8.284640256,-11.02059167,-11.2322005,-11.5125258,-9.482621613,-13.06408647,,-14.30338692,2.309089018,-0.696068316,0.004049867,4.601924564,8.715696826
zcta124,95864,2.639375019,0.875320833,2.427895821,0.486613557,2.635711561,2.418192045,,-0.065875559,0.029318781,0.021331048,-0.044748901,0.005678814,-0.053888626,,20.00053868,6.00212106,16.96338943,1.774441048,20.55999731,15.45682994,,-2.812000977,1.387213455,1.039748377,-1.928398338,0.330195398,-2.247606888
zcta125,95901,1.493245261,0.136220959,0.159558503,0.13919638,1.303929611,0.1162802,,-1.103398973,0.094704892,0.130534848,0.100809469,0.061339057,0.114767359,,11.56569198,-1.221470147,-0.435608737,-0.385688835,9.27167908,0.4989286,,-59.06019729,5.24428557,7.143422956,5.462876977,3.335158335,6.194946357
zcta126,95903,0.000382035,0.000129334,0.000204054,6.76295E-05,-0.000749914,-0.000132789,,-0.095683304,-0.059271421,-0.073934827,-0.05499256,-0.055262509,-0.053527379,,0.040196049,0.002634014,0.022788314,-0.014363759,-0.057047162,-0.051470534,,-6.571551098,-4.072623281,-5.053070109,-3.751437757,-3.761470714,-3.651051823
zcta127,95914,0.004403715,0.003601597,0.003929205,-0.192057848,0.002759969,0.004322008,,-0.023372939,0.011077549,0.006413015,0.019099488,0.014246748,0.01016525,,0.217740892,0.214690468,0.203624957,-1.320973516,0.22676884,0.23445008,,-1.042003371,0.492336617,0.290096572,0.847429958,0.631301458,0.454783597
zcta128,95918,-0.014302036,-0.030511748,0.001855267,-0.001072198,-0.009468869,-0.028185842,,-0.146405049,-0.030593456,-0.006611657,-0.015846537,-0.011913577,-0.012686197,,-0.430435493,-0.477782756,-0.031655436,-0.201660871,-0.348826653,-0.738013573,,-6.764704969,-1.406366226,-0.304170079,-0.729973848,-0.530291751,-0.581060397
zcta129,95919,0.006910996,-0.000834358,0.00147833,0.006325922,-0.024956472,0.006443421,,-0.112778419,-0.012717561,-0.00608432,-0.009961788,0.010566948,-0.014298154,,0.152038972,-0.127038581,-0.107018971,0.2095189,-0.33455727,0.189197411,,-4.905348126,-0.537776707,-0.258647925,-0.434760876,0.462077923,-0.621437361
zcta130,95922,0.001161944,0.000276133,-0.003510125,-0.000731717,-0.003819255,0.000643338,,-0.076395805,-0.008740041,-0.006169376,-0.007376039,0.001372026,-0.002354387,,-0.024834252,-0.039863158,-0.077057653,-0.083780351,-0.140346149,-0.0010632,,-3.476588162,-0.396221571,-0.277907488,-0.335400471,0.064312016,-0.106798665
zcta131,95925,0.0026697,0.001275534,0.002542693,0.001693653,-0.001818975,0.002964265,,-0.020702936,-0.001082369,0.000529069,0.000991758,0.00330504,0.00251729,,0.007577653,-0.034054626,0.003127891,-0.012829554,-0.047899218,0.027933336,,-1.020457802,-0.053559284,0.027248838,0.047410603,0.16195875,0.123579064
zcta132,95930,0,0,0,0,0,0,,-0.01990965,-0.004084489,-0.001183536,-0.001517063,-0.000997348,-0.000834793,,0,0,0,0,0,0,,-0.918926739,-0.188297375,-0.054542974,-0.06991654,-0.045961429,-0.038469471
zcta133,95935,9.82253E-05,-0.000145486,-0.04230408,-0.002938015,-0.003738611,-0.014399643,,-0.041860212,0.001792373,0.004133987,-0.002255185,-0.000295916,-0.007119495,,0.010229735,0.007150604,-0.426849176,-0.106052366,-0.184541567,-0.219206892,,-1.904677589,0.085251165,0.185835589,-0.100646132,-0.007987297,-0.320418258
zcta134,95937,0.044538903,0.102654618,0.088250194,0.077654007,0.104520504,0.069350284,,-0.032708334,0.005726073,-0.000348467,0.002600869,-0.003537254,-0.003384436,,0.321417504,1.073525487,0.789875087,0.769546591,1.07523816,-0.130964146,,-1.496872694,0.263446808,-0.015336908,0.112883843,-0.157922969,-0.142159792
zcta135,95941,-0.001067985,0.002119257,-0.001880792,-0.138121952,0.007163048,-0.047806156,,-0.058287996,-0.002992583,0.001122508,0.001638177,0.009836635,-0.01222636,,-0.031709321,-0.03472529,-0.131445131,-0.921598649,0.222232697,-0.966326279,,-2.378759916,-0.110994051,0.046344237,0.071110833,0.406398538,-0.493097003
zcta136,95948,1.973074204,1.619715587,0.141159675,1.795162219,1.108729101,0.133168275,,-0.949436354,-0.209519719,-0.103065385,-0.250819248,-0.255841359,-0.139928439,,16.6665261,8.747771802,-1.408594512,10.8653397,8.255200833,-0.337789172,,-47.94276352,-10.60139636,-5.183591162,-12.58228038,-12.83637947,-7.037120376
zcta137,95953,-0.012521849,-0.183803634,-0.205225649,-0.80699907,-0.056123807,-0.117862135,,-0.669658985,0.013951518,0.022316379,0.034489124,0.028219495,0.082329025,,0.52474672,-2.47579241,-2.68418947,-9.183724435,-0.574254528,-1.454729221,,-35.2342035,0.789353327,1.221084684,1.882474031,1.481516278,4.316603974
zcta138,95957,0.000837993,-0.005960554,-0.012667595,-0.00130011,-0.049678377,-0.008131955,,-0.016780767,-0.001566971,-0.00100912,0.003704188,0.001481897,0.000497125,,0.055443996,-0.104519268,-0.207911394,-0.070450247,-0.373430058,-0.20743116,,-0.798006808,-0.080226468,-0.044124989,0.174699707,0.06135848,0.018368336
zcta139,95960,0.004244779,-0.007078596,0.003279468,-0.0239644,0.007135411,0.005415422,,-0.083271887,-0.004389373,0.004141884,-0.012852763,-0.003077183,-0.005711605,,0.366874059,-0.066464556,0.274566575,-0.510741156,0.511643077,0.396482513,,-4.023859058,-0.207476642,0.196599749,-0.623370532,-0.155186029,-0.28337293
zcta140,95961,0.128242707,0.307369035,0.202588173,-0.353761597,0.148681642,0.198352325,,-0.729029061,0.039995436,0.080843486,-0.106846767,-0.17225083,0.083439451,,-0.312669115,2.068390707,0.455380188,-3.882953888,1.228700928,0.762344837,,-41.74052055,2.236349986,4.601157944,-6.109923301,-9.858320697,4.710868412
zcta141,95962,-0.134752188,-0.01434676,-0.005173393,-0.003799945,-0.003583531,-0.011139742,,-0.08942208,0.005687679,0.009791825,0.002254382,0.014924412,-0.003342187,,-1.256293127,-0.266919639,-0.146894728,-0.224636871,-0.078615611,-0.292959441,,-4.116441662,0.265199945,0.44886539,0.099526389,0.690334011,-0.1551201
zcta142,95966,0.322353893,0.296509521,-1.451697136,-53.37870736,-0.014654877,-0.807885827,,-2.655897446,-0.633037284,-0.079827341,-1.017001339,-0.295198681,-0.058069512,,13.53518481,11.5615719,-25.62830258,-427.3306836,-2.769362596,-8.47363876,,-122.150353,-28.69170797,-3.45010553,-46.48176789,-13.447557,-2.932535859
zcta143,95977,-0.002267765,-0.050030967,-0.082029574,0.000543851,-0.025004025,0.004712396,,-0.038219147,-0.020268961,-0.010292402,0.001847759,-0.004172043,0.002741373,,0.144046842,-0.552616016,-1.542260417,0.001744214,-0.386759386,0.221452178,,-1.925293257,-0.996610389,-0.496815326,0.096493406,-0.206036077,0.141021015
zcta144,95981,0.002672942,0.001981813,0.002429248,-0.001310633,0.001899668,0.000355058,,-0.007275385,-0.000237884,-0.000725196,-0.000169192,0.00094,-0.003252282,,0.058703092,0.030172549,0.042508757,-0.048270494,0.02291075,-0.045540858,,-0.337068666,-0.010878574,-0.032998578,-0.00636272,0.042979477,-0.14757076
zcta145,95982,0.00961223,-0.00670479,-0.120041504,-0.343429518,-0.071804002,-0.038645796,,-0.151698286,-0.001067156,-0.009964771,0.001812318,-0.007947492,0.007996687,,0.659088101,0.263210677,-0.670492739,-3.331485411,-0.374711922,-0.256420521,,-7.880966627,-0.064778756,-0.536975553,0.098310759,-0.420720455,0.40156799
zcta146,95991,-0.206759817,0.312746133,-0.018739695,-0.4985045,-0.090734036,-0.094418935,,-1.879504943,-0.021207071,-0.035977829,0.222740668,-1.25886E-05,0.038373572,,-0.903565526,2.038443318,0.883048321,-6.029044511,1.598916219,1.458516285,,-100.3702824,-1.188115896,-2.022641425,12.00651881,-0.028198089,2.015462035
zcta147,95993,0.285477367,0.052312571,0.274167485,-2.010039623,0.315600487,0.224475205,,-1.653013018,0.024211282,0.027718079,0.248155177,0.038760472,0.034213116,,4.341622863,-1.11919319,1.863806876,-22.91110782,2.002195556,3.036630595,,-84.26106374,1.360747043,1.565619548,12.87432763,2.024315049,1.765474925
zcta148,96145,-0.055080614,-0.002173811,-0.001159146,-0.000485693,0,-0.028625761,,-0.426945597,-0.120575834,0.003489076,-0.010929531,0.010425198,-0.065022595,,-2.71324482,-0.346147395,-0.156456253,-0.066830263,0,-1.647989546,,-21.87662372,-6.174492908,0.178610111,-0.559520048,0.533667664,-3.32923017
zcta149,96146,0.00013742,0.004052076,-0.000885841,0.003031137,-0.012434269,-3.70101E-06,,-0.138232954,-0.011102866,0.00055434,0.002251667,0.002868399,-0.008029901,,-0.051858975,0.170140697,-0.093876232,0.144638231,-0.299015685,0.047776231,,-7.314346558,-0.573440277,0.037010922,0.134185903,0.165962631,-0.41374174
zcta150,96155,-2.92157E-05,-0.000189242,-1.24725E-05,0,0,-1.85293E-06,,-0.000237232,3.52813E-05,8.15234E-06,1.14477E-05,-0.000157505,5.60393E-05,,-0.003039947,-0.01057424,-0.000696922,0,0,-0.000192801,,-0.011469701,0.001704938,0.000393976,0.000553225,-0.00761402,0.002707933
zcta151,96161,0.001489197,0.012697986,-0.030124567,-0.078486172,0.014835249,-0.020786798,,-1.641215402,0.045742896,-0.00447232,0.085654562,0.033826184,0.017402758,,0.01573148,0.448066164,-1.008930783,-1.907901794,0.436119745,-1.160130937,,-89.42370616,2.482245407,-0.269541915,4.626148985,1.827052792,0.957893741